cip6,soc6,naics6
52.0201,43-3031,926120
10.0304,27-1014,541519
44.0701,27-2022,713990
16.0905,13-1111,541511
52.0101,99-9999,611310
42.0101,13-2072,522310
51.2207,41-4012,NA
14.1001,17-2112,423690
23.0101,27-3023,NA
43.01,29-1122,922120
42.0101,41-4012,812990
24.0101,Nov-31,NA
45.0901,43-6014,NA
NA,Nov-32,611110
NA,39-9041,NA
19.0504,25-1099,NA
50.0501,27-3041,711320
45.0901,25-1099,812990
9.0102,15-1232,722511
3.0104,33-1012,NA
26.0801,27-1013,NA
9.01,43-4161,813319
26.021,31-9091,621210
52.1401,41-9022,531210
42.0101,13-1121,NA
45.1101,99-9999,NA
NA,22-Nov,561790
52.1401,41-3021,531210
9.01,43-4051,NA
NA,25-2021,611110
NA,33-9092,NA
50.0601,27-4011,NA
14.0901,15-1256,541715
9.0903,13-1198,519190
NA,25-3011,NA
14.0801,17-2051,238120
31.0508,27-3023,NA
13.0101,25-2023,611110
52.0101,99-9999,531390
NA,27-1025,541990
9.0102,13-1151,447110
4.0201,99-9999,541310
52.1401,41-3031,551111
52.0101,53-1047,NA
40.0801,15-1256,541512
19.0504,Nov-51,446191
50.0501,35-3011,NA
NA,33-3021,NA
11.0701,15-1256,NA
NA,99-9999,NA
9.01,99-9999,611310
NA,27-4021,NA
NA,11-1011,NA
52.0301,13-2011,NA
52.1401,39-1098,448310
52.0101,99-9999,NA
NA,15-1256,423430
44.0401,33-3051,921190
30.2001,21-1093,611210
14.0801,99-9999,NA
14.1001,17-2061,NA
NA,19-4099,611310
13.1312,Nov-98,611110
9.0903,27-3043,NA
46,17-2199,236220
NA,35-2014,NA
NA,43-4161,332999
14.0101,17-2141,NA
45.0201,11-1011,485999
44.0701,21-1092,562111
40.1101,19-1021,611310
NA,53-3033,NA
45.0701,11-1011,NA
45.1101,27-3031,522110
9.0701,27-3023,NA
31.0501,21-1099,NA
52.0201,27-2022,NA
30.2001,15-1232,561720
31.0501,35-1012,NA
50.0401,17-3011,541410
9.01,11-1021,NA
45.0701,15-1299,221210
19.0101,13-1121,611519
13.1202,25-2021,611110
52.1401,Nov-98,NA
52.0201,13-1071,NA
9.0903,27-3031,NA
9.01,27-3041,NA
31.0501,31-2021,NA
42.0101,21-1022,622110
14.0801,43-9061,926120
52.1902,43-9061,541410
52.0201,41-3091,541618
52.0801,13-2098,531390
23.0101,27-3091,611310
51.3801,11-Nov,622110
14.1901,15-1256,541512
23.0101,41-9031,238990
19.0701,Nov-98,NA
9.01,21-Nov,334413
50.0601,35-3031,NA
52.1401,13-1031,524210
14.0101,19-3051,813410
38.0101,11-1011,541990
9.01,11-1021,519190
52.1401,53-7064,813110
52.0201,13-1151,541370
52.0801,41-3021,524114
19.0504,15-1232,611310
51.2308,43-6013,621340
45.1101,41-2031,NA
43.01,33-3021,922140
50.0901,31-1131,611310
NA,21-1015,NA
50.0401,35-3011,561920
14.0801,41-9022,NA
26.0202,21-1013,NA
52.1401,53-7062,445110
52.1401,13-1198,531390
9.0701,43-6011,NA
52.1401,Nov-98,311119
19.0701,25-9045,NA
45.1101,43-4161,541330
14.1001,15-1256,333244
NA,15-1232,424420
9.0903,13-1161,423710
14.1001,17-2141,334413
43.01,13-1198,561621
11.0701,15-1256,NA
52.1001,13-1071,722513
19.0504,49-3021,445110
NA,19-2042,926150
45.1201,43-6014,NA
5.0107,31-1131,611310
26.0202,29-2034,NA
NA,19-1042,NA
9.01,25-2022,611110
9.01,43-6013,621111
9.01,41-4012,NA
52.1301,15-1212,NA
13.0101,25-2031,611110
11.0701,15-1212,541519
NA,31-9092,NA
NA,27-4011,NA
26.1501,45-2093,115210
45.1001,Nov-98,541820
51.3801,29-1141,622110
9.01,27-1029,NA
14.0901,15-1256,334413
27.0101,13-1111,NA
40.0501,51-1011,NA
14.0801,17-3022,926120
4.0201,13-1121,NA
NA,15-1257,NA
9.0401,43-6014,624110
9.01,43-1011,541519
51.3801,29-1141,NA
50.0605,21-1093,NA
45.1001,41-9011,NA
9.0102,27-1011,NA
50.0407,27-3031,336320
52.1001,13-1071,541519
45.0601,Nov-31,NA
42.0101,13-1071,511210
52.1401,41-1011,448310
31.0501,Nov-81,722511
52.0101,99-9999,448310
19.0504,99-9999,611310
45.0601,51-9141,541613
52.1401,41-3091,812990
52.0201,22-Nov,511210
14.0101,43-6014,NA
26.0101,99-9999,622110
24.0103,17-2199,NA
9.0902,41-3091,541820
50.0908,43-6012,541110
30.2001,Nov-33,NA
NA,29-2056,NA
9.0701,27-4011,611210
52.1401,Nov-98,453998
52.1401,13-1151,711211
11.0701,15-1256,522292
52.0201,11-1011,339112
52.0301,13-2041,447110
45.1001,21-1099,NA
52.0201,41-9022,531210
52.1501,41-3091,541511
27.0101,99-9999,NA
26.0502,19-4099,339112
52.1201,15-1299,541512
27.0101,99-9999,611310
45.0601,11-1011,NA
9.0102,22-Nov,312120
9.01,27-3031,NA
52.0801,23-2093,238990
4.0201,25-9044,611310
16.0901,39-1098,NA
52.0201,13-1161,611310
9.0903,41-3091,541618
9.01,13-1161,448310
26.0101,13-1131,813219
14.0401,53-3058,611310
50.0702,99-9999,NA
50.0901,51-2098,NA
14.1001,17-2112,511210
9.01,25-1099,611310
38.0201,99-9999,NA
23.0101,33-1012,NA
9.01,13-1161,NA
3.0104,33-3021,NA
26.0101,25-9045,611310
11.0701,15-1256,NA
9.01,31-1128,NA
52.0201,41-9099,722511
51.3801,29-1141,NA
42.0101,11-1011,NA
NA,11-Nov,622210
NA,13-1041,611310
14.3501,13-2098,NA
52.0213,43-6011,926120
54.0101,31-9092,NA
9.01,39-7018,713990
9.0401,27-4012,NA
52.0201,15-1232,237990
52.1401,15-1232,722513
50.0901,25-2031,NA
23.0101,15-1256,541519
45.1001,23-2011,541110
52.1401,22-Nov,NA
51.3801,29-1141,NA
27.0101,25-3097,NA
23.1304,27-3041,NA
42.0101,43-4051,NA
52.1401,41-3091,541519
45.1001,41-3031,531390
45.0901,35-9011,NA
9.0102,41-9022,531210
19.0701,51-9198,NA
51.3801,29-1141,621111
NA,99-9999,611310
NA,25-9044,NA
3.0104,35-3031,NA
14.2501,19-4099,611310
52.0201,53-3032,NA
40.0801,25-2031,611110
13.0101,25-2021,NA
14.0901,15-1256,561499
19.0504,99-9999,NA
44.0401,15-1299,921190
9.0903,27-1011,484110
9.0401,43-5031,922120
26.0101,19-4061,611310
19.0504,29-1031,NA
13.0101,39-9011,NA
50.0702,99-9999,NA
NA,27-2023,NA
23.1301,25-9044,611310
51.3801,29-1141,NA
50.0506,Nov-98,448120
9.0102,Nov-51,NA
13.0101,13-1111,611310
NA,Nov-51,621999
52.0801,41-3091,312130
11.0701,13-2041,522320
NA,29-2031,622110
9.0903,11-1021,NA
42.0101,21-1018,621498
45.0601,13-2098,524210
45.0701,Nov-98,NA
50.0702,51-1011,NA
NA,25-2052,611110
51.3801,99-9999,316110
19.0701,41-4011,541511
26.0101,99-9999,611310
19.0701,41-4012,621340
50.0601,27-4032,335129
16.0102,21-1012,611310
50.0901,27-4014,711510
NA,17-2112,423430
26.0101,41-4012,541511
44.0701,33-1099,561320
9.01,15-1257,518210
NA,19-2041,NA
23.0101,Nov-31,NA
14.0101,21-Nov,541511
NA,41-4011,423450
52.0203,21-1093,NA
23.0101,39-9011,624410
45.1101,11-1011,NA
26.0101,29-2055,622110
22,33-9032,561612
NA,29-2057,NA
9.01,27-3031,711510
26.0101,19-1031,921190
14.0801,17-2051,541370
NA,19-4099,NA
9.01,27-4021,NA
26.0101,21-1093,531110
52.1401,35-2014,NA
30.2001,22-Nov,511210
NA,33-3021,921190
NA,25-2021,611310
42.0101,11-1021,NA
NA,99-9999,NA
45.1001,13-1111,NA
14.0901,13-1121,NA
26.0202,19-4099,611310
45.1001,22-Nov,NA
NA,27-4014,541519
NA,Nov-33,NA
51.3801,33-9092,NA
52.0201,27-3031,711212
9.0903,13-1161,NA
51.2201,11-Nov,NA
14.0501,15-1211,325413
45.0601,43-6014,NA
11.0701,15-1256,NA
42.0101,35-3011,722511
52.0201,43-1011,NA
23.0101,41-9022,531210
14.0901,13-1198,NA
52.1401,43-1011,561730
16.0102,15-1256,722320
26.0101,43-1011,NA
16.0905,25-1099,611630
14.1901,Nov-51,NA
9.01,Nov-51,NA
52.0801,13-2098,523930
52.1803,41-4011,448190
NA,41-9022,NA
19.0504,29-1031,921190
11.0701,15-1256,425110
50.0901,51-1011,813110
50.0901,99-9999,NA
50.0601,33-9092,624110
13.0101,31-1128,713940
52.0101,Nov-31,441110
50.0401,27-1024,541519
9.01,27-3099,541810
14.0701,17-2199,423430
52.0301,13-2011,NA
9.0903,13-1028,NA
14.1001,17-2112,541330
44.0701,21-1021,NA
26.1501,43-6014,813410
26.0502,27-3031,NA
54.0101,27-3031,NA
31.0501,29-2098,NA
52.0101,43-4081,NA
26.0101,99-9999,611310
44.0701,53-7062,NA
52.1501,41-9021,NA
45.0601,25-9045,611620
3.0104,17-2081,NA
45.1101,27-4021,NA
50.0407,41-9011,NA
14.0101,17-2112,423430
11.0701,27-1024,NA
16.0901,99-9999,NA
38.0101,25-1099,813319
NA,15-1257,541512
42.0101,51-6063,NA
50.0702,41-4012,NA
45.1001,43-6011,NA
52.0213,27-3031,923120
52.1902,Nov-71,711320
14.0801,17-2051,926120
50.0401,25-1099,NA
52.1001,21-Nov,926120
50.0702,43-6014,NA
31.0301,43-4081,NA
9.0902,43-4051,541990
27.0101,13-1111,541990
45.0601,21-Nov,813920
52.1902,39-5091,446120
9.01,29-2056,NA
52.1401,41-9022,531210
31.0501,31-2021,621340
40.0801,17-2112,423430
50.0501,31-1128,424420
14.3501,49-9071,928110
45.0601,13-2011,NA
NA,33-9092,813110
23.0101,Nov-98,448120
14.2501,13-1051,236220
45.0201,31-9092,NA
26.0101,41-2031,NA
NA,39-5091,NA
45.1001,22-Nov,NA
45.0601,27-1027,611310
26.0202,13-1161,611310
45.0401,15-1212,NA
52.0201,13-1161,812112
14.0101,27-3031,NA
NA,29-1126,NA
NA,35-3011,NA
31.0508,23-2011,NA
52.0801,99-9999,531390
52.0301,13-2011,NA
NA,29-2034,NA
45.0201,43-4171,621111
42.0101,13-1071,551112
27.0305,Nov-31,NA
19.0701,51-1011,315990
30.3301,43-4051,446191
9.0701,51-1011,NA
52.0101,21-Nov,NA
9.01,17-2141,NA
14.0101,41-9022,NA
9.01,21-Nov,443142
26.0101,21-1021,NA
31.0501,25-3097,611110
26.0101,21-1093,NA
31.0501,39-9031,611310
NA,15-1211,NA
44.0701,21-1093,NA
NA,11-1021,NA
27.0101,33-9092,NA
42.0101,21-1021,NA
52.0201,31-1128,522110
42.0101,19-4099,551112
14.0501,27-3031,NA
13.0101,15-1211,541611
9.01,27-1024,NA
51.3801,11-Nov,524114
45.1001,21-1099,NA
52.1401,51-5112,NA
45.0701,15-1299,NA
23.0101,27-3043,NA
43.0102,21-1093,NA
52.0201,13-1111,531390
NA,99-9999,424420
26.0101,15-1256,NA
50.0904,Nov-31,NA
42.0101,43-4051,424210
11.0701,15-1256,511210
54.0101,27-2022,NA
40.0501,25-3097,NA
14.1901,19-1021,NA
46,13-1198,236220
23.0101,27-4011,541519
NA,25-3097,NA
44,Nov-51,NA
9.0701,39-9032,NA
42.0101,35-3011,112111
54.0101,35-3023,622110
9.01,Nov-31,NA
52.0903,43-4081,721110
52.0213,15-1232,925120
NA,13-1111,523999
52.1902,99-9999,423220
19.0101,27-1026,447110
51.3801,29-1141,622110
NA,19-4099,NA
30,43-1011,NA
13.1312,27-2042,813319
44.0701,39-9011,NA
45.0601,13-2098,NA
4.0301,13-1198,NA
45.0901,21-Nov,NA
52.1001,43-4161,517919
NA,29-1126,622110
14.0801,19-3099,541320
43.01,21-1092,NA
9.0903,13-1161,NA
52.0201,41-1012,811121
31.0504,43-6014,611310
9.0903,13-1161,524210
51.3801,29-1141,622110
13.0101,13-1151,711211
NA,99-9999,NA
42.0101,41-9011,NA
24.0101,25-4013,712110
26.0101,25-9044,611310
52.1401,13-1198,541930
45.0101,49-9071,NA
31.0501,27-2022,NA
14.0501,19-4099,611310
46,13-1051,332321
52.0201,35-3041,424420
14.1001,17-2112,443142
45.0701,43-6014,NA
9.0903,21-Nov,NA
43.01,51-1011,NA
52.1401,13-1198,NA
NA,13-1111,621111
9.01,21-Nov,NA
19.0701,43-1011,541519
14.0901,41-9031,541512
45.0201,43-1011,NA
26.0101,15-1232,531110
51.0202,43-6011,NA
52.0201,31-9093,NA
45.0901,99-9999,NA
NA,43-1011,339112
52.0201,35-1012,NA
14.0901,15-1256,334413
14.0101,17-2112,423430
9.0903,Nov-41,531311
51.2201,43-1011,238990
51.3801,29-1141,622110
26.0101,13-1071,NA
26.1301,35-3023,NA
51.3801,29-1141,NA
4.0201,51-9061,921190
14.0801,17-2051,926120
50.0904,27-1024,541715
43.01,25-1099,NA
31.0508,27-3031,NA
26.0101,27-2022,NA
43.0102,33-3021,NA
45.0201,19-4099,551112
9.01,27-3031,NA
44.0701,43-5052,NA
14.0101,17-2141,NA
50.0702,27-1024,624310
52.0201,43-1011,NA
11.0701,41-3091,541519
51.2201,43-6013,NA
19.0504,11-1011,NA
23.1403,41-9011,512131
52.0101,41-9022,812990
52.0201,35-3031,NA
16.12,19-2031,NA
45.0601,13-1161,541110
9.0701,27-4031,NA
51.3801,29-1141,622110
51.3801,29-1141,622110
45.0901,35-3031,722511
45.1101,Nov-98,NA
14.0701,17-2141,NA
52.0301,13-2011,561210
51.3801,29-1141,622110
11.0701,15-1256,541512
52.0804,13-1161,NA
NA,21-1012,611310
52.0201,17-2111,524126
14.0901,21-Nov,453998
50.0409,27-1024,NA
31.0501,53-7065,423690
9.0902,27-3031,423430
52.0301,41-9022,522292
25.0101,11-1011,541330
52.0801,11-1011,NA
54.0101,27-3031,541199
9.01,25-2052,611110
52.1501,Nov-51,722513
51.3801,29-1141,622110
26.0502,29-2018,621999
45.1001,Nov-33,NA
54.0101,31-9092,NA
9.0401,27-3041,NA
51.3801,29-1141,622110
50.0705,27-1024,NA
52.0101,21-Nov,813110
26.0101,31-9092,NA
26.0101,29-2041,NA
52.0101,43-1011,NA
31.0101,21-1093,813312
50.0506,35-3011,NA
31.0501,41-4012,339920
13.0101,25-2031,611110
52.1001,43-6014,NA
9.01,13-1161,NA
9.01,27-3031,541810
NA,22-Nov,NA
26.0101,41-2031,448310
9.0903,99-9999,611310
52.0201,99-9999,NA
19.0706,43-1011,722511
45.0601,13-2098,531390
45.0901,23-2011,NA
9.0701,27-1024,813920
51.3801,33-9032,611310
19.0701,43-4051,NA
45.1101,33-3021,NA
NA,41-4011,541512
27.0101,41-3091,511210
5.0108,29-1141,813910
45.0601,13-1051,722511
26.1309,21-1093,923120
45.1101,Nov-31,NA
42.0101,41-4011,NA
14.0101,47-4011,926120
31.0505,31-2021,621340
51.0701,43-3011,622110
40.0801,15-1256,511210
43.01,23-2011,NA
50.0401,99-9999,541310
26.0101,13-1111,NA
52.1401,27-3031,NA
11.0701,15-1256,541511
3.0104,19-2041,NA
51.3801,29-1141,622110
26.0101,21-1093,624310
42.0101,15-1256,611310
NA,19-4099,611310
NA,21-1093,453220
NA,41-9022,NA
NA,39-9032,921190
45.1001,21-1099,NA
51.3801,29-1141,622110
45.1001,27-4021,NA
52.0101,41-9022,531210
52.0201,13-1161,NA
52.1401,11-1011,NA
31.0501,11-1011,NA
23.0101,13-1071,541618
31.0501,53-7065,811111
52.1902,41-2031,448120
19.0504,21-1021,NA
23.0101,27-3023,NA
52.1101,13-1111,NA
43.0102,33-3021,NA
26.0202,35-3041,424420
9.0902,27-1021,541990
NA,43-9021,NA
52.0201,49-1011,448140
14.2501,17-2171,NA
52.0201,43-1011,812112
9.0903,13-1161,NA
19.0701,99-9999,NA
14.1901,17-2199,423430
19.0701,43-6011,541890
42.0101,13-1071,921190
52.0201,53-7062,339112
22.0001,41-3091,NA
9.01,21-Nov,238390
9.01,15-1257,NA
45.0601,Nov-41,NA
NA,15-1245,NA
3.0103,13-2041,522110
14.0901,21-1093,813219
51.3801,29-1141,622110
9.01,15-1232,211120
52.0201,13-1081,488510
52.1902,41-2011,445110
52.1401,13-1161,541714
NA,43-3031,213112
4.0201,17-3011,NA
54.0101,43-1011,518210
NA,43-6011,611310
5.0107,41-9022,NA
9.0701,Nov-31,448310
42.0101,13-1071,721110
52.1201,13-1111,237120
9.0903,27-3031,NA
43.01,33-1012,611310
52.0101,99-9999,511210
9.01,13-1198,722511
42.0101,15-1232,NA
14.0801,43-9061,926120
31.0501,29-1141,NA
13.0101,Nov-98,NA
51.3801,22-Nov,722513
14.1901,15-1256,541330
19.0901,43-6014,NA
11.0701,15-1256,NA
NA,15-1232,NA
42.0101,15-1232,541213
52.0201,29-2098,621111
23.0101,27-3031,NA
52.0301,13-2072,522110
51.2201,29-2053,621498
51.3801,19-1041,NA
26.0202,53-7062,NA
52.0201,43-6011,NA
45.0201,Nov-98,722511
22.0302,15-1232,424420
42.0101,43-6011,813319
24.0102,22-Nov,NA
26.0101,41-9099,NA
11.0701,15-1256,NA
45.0601,41-3031,NA
42.0101,43-1011,NA
42.0101,21-1021,NA
51.3801,29-1141,622110
14.0903,15-1251,NA
9.01,17-2141,NA
50.0908,27-1013,611610
9.0401,27-2012,NA
9.0701,27-4031,NA
42.0101,53-3033,NA
44.0701,21-1021,NA
45.1001,41-9022,NA
9.01,99-9999,813319
54.0101,25-9044,NA
51.3801,29-1141,NA
52.0201,27-3031,NA
26.0101,99-9999,NA
26.0801,99-9999,NA
25.0101,15-1232,541370
26.0101,21-Nov,NA
50.0601,43-1011,423990
NA,21-Nov,NA
31.0501,35-3023,813410
52.0701,23-2011,NA
14.1901,21-Nov,541511
14.1001,17-2112,423430
52.2001,13-1198,237110
14.0701,21-1099,813219
26.0101,27-3091,611310
9.0903,99-9999,NA
52.1401,13-1161,541810
52.1401,11-1011,NA
14.1901,13-Nov,NA
14.0501,15-1256,541330
50.0409,27-1024,813110
NA,Nov-41,611310
50.0407,41-2031,NA
9.0401,21-1012,NA
52.1401,41-3091,518210
9.01,15-1257,NA
9.01,53-1047,NA
42.0101,21-1018,621498
19.0504,41-1011,446191
52.0903,41-9041,448310
40.1101,25-9045,611310
43.01,Nov-98,NA
23.0101,35-3023,722511
NA,27-3031,448150
NA,43-4051,926120
5.0108,41-2031,444220
52.0201,15-1257,NA
11.0701,43-4081,NA
9.0903,13-1028,541810
23.0101,43-6014,NA
14.0501,15-1256,541990
27.0101,41-9041,524210
31.0501,41-1011,NA
50.0504,25-1099,NA
43.0102,33-9032,561612
42.0101,29-2098,NA
45.1001,21-1012,NA
45.1001,35-3031,722310
40.0801,17-3027,334510
50.0201,15-1257,NA
9.01,43-4051,541511
23.0101,43-4131,624229
14.1001,17-3098,561320
9.0903,27-1024,NA
13.0101,39-9011,NA
9.0903,27-3031,813910
14.0501,15-1256,NA
26.0101,35-3031,NA
52.0201,41-9099,541850
42.0101,43-6014,NA
14.0501,41-9031,541512
45.0201,25-9044,611310
4.0201,21-Nov,541519
51.3801,29-1141,NA
45.0601,13-1151,NA
52.0801,13-1198,813219
50.0705,27-1024,722513
26.0101,99-9999,NA
52.0301,43-1011,531110
45.1001,27-4021,NA
26.0202,29-2041,621999
14.1901,17-2071,335932
9.0401,27-3041,NA
52.0801,41-1012,238210
44.0701,21-1021,NA
26.0101,41-4012,311811
23.0101,27-3041,NA
9.01,39-3031,711310
42.0101,21-1093,611310
52.0201,43-6013,NA
23.1304,31-9092,622110
9.0401,99-9999,561790
9.01,43-6011,NA
14.1901,35-3031,NA
1.1001,43-9061,562111
9.01,21-1021,NA
14.0101,19-4099,611310
52.0201,21-1093,624190
45.1101,21-1093,NA
52.0201,39-9031,812990
9.0401,13-1121,611310
52.0201,43-1011,551112
NA,11-Nov,442299
52.0213,13-Nov,NA
NA,15-1244,518210
52.0213,27-2022,NA
14.1901,13-1051,236118
52.0301,43-6011,221118
52.0201,13-1041,NA
40.0501,19-2031,NA
45.1101,99-9999,623311
52.1401,27-4031,519130
40.0501,29-2018,622110
9.01,27-1024,NA
44.0401,47-1011,NA
44.0701,21-1093,NA
44.0701,13-1151,624221
45.1001,Nov-33,611310
42.0101,29-2053,NA
54.0101,25-9045,NA
14.0701,17-2112,334413
43.01,41-3091,NA
42.0101,13-1071,541990
52.0213,23-2011,NA
52.0201,43-6013,622110
NA,Nov-31,522130
23.0101,21-Nov,722515
45.0701,39-2021,NA
52.1401,41-9022,531210
26.1501,25-1099,NA
14.1901,13-1161,722513
30.4101,15-1241,926150
52.1201,Nov-98,NA
40.0501,47-1011,NA
31.0501,43-5021,424420
13.0101,27-3031,511210
11.0701,99-9999,813990
11.0701,15-1256,511210
31.0504,11-1011,NA
9.0102,Nov-31,531210
14.0901,17-2199,423430
NA,11-1011,NA
26.0101,29-2018,621999
19.0504,27-3042,115116
50.0703,43-4051,524210
51.3801,29-1141,NA
NA,43-4081,NA
3.0104,15-1299,611310
26.0101,43-6013,621210
51.3801,29-1141,NA
50.0605,15-1232,541990
42.0101,51-9111,NA
11.0701,35-9031,NA
45.1001,43-5021,NA
42.0101,99-9999,541810
45.0201,19-3091,541620
44.0701,11-1011,NA
9.0102,27-3031,451211
42.0101,19-4099,541110
14.0701,17-2112,423430
52.0201,43-9061,531390
14.0801,99-9999,NA
50.0901,13-1111,NA
43.01,13-1071,NA
26.0101,43-6013,813920
9.0902,99-9999,NA
52.0201,Nov-51,NA
19.0701,21-Nov,611310
23.1301,27-3042,339112
45.1101,99-9999,611310
45.0601,43-6013,622110
50.0601,27-4011,711310
9.0903,27-1024,NA
9.0903,41-3091,NA
42.0101,21-1021,NA
NA,43-3031,541511
45.0601,13-1161,NA
14.1901,17-2199,541380
45.0701,41-2031,NA
52.0201,41-3091,541613
51.3801,29-1141,622210
3.0104,19-4099,NA
52.0801,Nov-98,236118
42.0101,43-1011,611699
42.2806,41-3091,541613
52.0201,17-3011,541310
51.3801,29-1141,NA
9.0701,43-6014,711410
NA,15-1232,541511
9.0401,27-3041,NA
14.0903,15-1256,512110
45.1001,15-1232,NA
11.0101,Nov-31,NA
9.01,43-1011,NA
23.0101,25-2022,NA
14.0701,25-3097,611310
52.0101,11-Nov,NA
9.0903,13-1028,541810
9.0903,13-1111,541511
11.0701,15-1211,NA
50.0601,25-2031,443142
14.0701,19-2041,NA
16.0102,31-9011,NA
52.1401,11-1021,446191
26.1301,11-1011,NA
52.0201,27-3031,611310
45.0601,41-9022,NA
31.0501,39-9041,611310
14.0801,17-3023,926120
42.0101,19-4099,NA
24.0101,21-1093,NA
52.0201,29-2098,NA
52.0801,39-9031,722513
9.0701,27-2012,NA
NA,11-1011,NA
45.1001,27-1024,NA
NA,43-1011,NA
NA,41-3031,NA
NA,15-1257,NA
52.1902,43-4051,NA
52.0201,Nov-41,531311
52.0201,43-4161,813319
19.0504,29-1031,NA
23.0101,99-9999,NA
NA,15-1232,721110
45.1001,13-1028,926120
14.1901,17-2199,324110
50.0401,27-1025,NA
NA,13-1161,423210
52.0201,21-1093,NA
9.0903,99-9999,NA
14.3501,17-2199,423430
9.01,99-9999,541810
13.0101,25-2012,611110
NA,29-2056,541940
9.0402,27-3011,NA
45.1101,Nov-41,NA
3.0104,19-2041,NA
NA,99-9999,541611
45.0601,43-1011,524210
NA,11-1011,NA
26.0101,21-1093,611310
23.0101,25-3021,NA
44.0501,43-6011,NA
45.0401,21-1093,NA
23.0101,17-2051,NA
NA,11-1011,NA
16.0102,99-9999,611699
52.0301,43-6011,NA
23.1302,11-1011,NA
52.1902,13-1151,NA
14.0901,11-1011,541511
50.0401,41-2031,238990
5.0203,25-4011,NA
30.7001,15-1232,611310
43.0102,21-1093,623312
NA,43-4051,541519
51.3801,29-1141,NA
23.1302,11-1021,NA
42.0101,Nov-41,541990
52.1401,Nov-98,541613
13.0101,25-1099,611310
16.0301,11-1011,NA
27.0101,51-6092,NA
45.1001,11-Nov,813940
45.1001,99-9999,541611
NA,15-2031,445110
26.0101,51-9061,541330
NA,33-9021,NA
52.0801,15-1211,541910
14.0501,22-Nov,541512
50.0702,43-1011,NA
26.0202,41-3091,518210
9.0903,13-1161,721199
52.0201,27-1026,NA
42.0101,43-5031,921190
50.0702,47-1011,NA
9.0102,13-1121,NA
14.0801,Nov-32,236220
42.0101,15-1232,NA
14.1901,31-9092,NA
42.0101,43-4051,523999
43.0102,Nov-81,NA
NA,13-1161,541840
26.0101,25-2052,611310
11.0701,13-1081,928110
31.0501,35-3023,NA
50.0709,25-9045,NA
9.0903,27-1024,NA
NA,11-1021,NA
27.0101,13-1161,NA
43.01,41-9022,522292
11.0701,15-1256,NA
9.0402,21-Nov,NA
27.0301,17-2061,NA
52.0201,53-1047,541618
NA,41-2031,423730
14.0501,17-2141,541512
14.1901,17-2199,423430
52.0301,13-1198,339950
42.0101,43-6014,NA
23.0101,49-1011,611310
38.0101,11-1011,NA
45.0901,25-2031,611110
30.4101,17-3023,NA
9.0903,41-3091,NA
31.0501,41-3021,524210
14.2501,41-2031,445110
45.0601,43-6014,711310
45.1101,25-3097,NA
NA,21-1093,921190
NA,29-2052,611310
42.0101,21-Nov,NA
23.0101,15-1245,711120
14.0701,25-3097,NA
54.0101,25-1099,NA
43.01,33-9032,NA
26.0101,23-2011,541110
NA,33-3021,NA
3.0103,51-1011,311920
23.1304,15-1232,NA
NA,25-3097,NA
NA,Nov-31,722513
9.01,39-9011,722511
5.0203,11-1021,487110
NA,13-1151,NA
44.0701,21-1093,NA
45.0901,23-2011,922130
26.0101,29-2057,NA
45.1001,41-3011,339113
52.1401,53-1047,NA
9.0903,27-1024,NA
52.0201,43-6014,NA
NA,15-1221,611310
31.0501,43-1011,NA
14.0401,25-9045,611310
14.0901,15-1299,NA
14.1001,15-1256,445110
9.01,99-9999,NA
NA,Nov-41,NA
45.1001,43-6014,541330
51.3801,29-1141,622110
43.01,39-9011,NA
NA,53-3032,922160
50.0705,13-1081,NA
